"VA Station Number",Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
vha_695GC,"1205 North Avenue",Cleveland,WI,53015-1413,43.920899,-87.751846,1,rooftop,1205,"North Ave",,,Cleveland,WI,"Manitowoc County",53015,US,Manitowoc,2019,55,55071,Cleveland,5515400,010600,2052,2,550710106002052,"Manitowoc, WI",31820,micropolitan,,,,
vha_695GD,"2851 University Avenue","Green Bay",WI,54311-5855,44.523646,-87.943787,1,rooftop,2851,"University Ave",,,"Green Bay",WI,"Brown County",54311,US,Brown,2019,55,55009,"Green Bay",5531000,001801,2005,2,550090018012005,"Green Bay, WI",24580,metropolitan,"Green Bay-Shawano, WI",267,,
vha_695QA,"1818 North Martin Luther King Drive",Milwaukee,WI,53212-3640,43.0543,-87.913822,1,rooftop,1818,"N Martin Luther King Jr Dr",,,Milwaukee,WI,"Milwaukee County",53212,US,"City of Milwaukee",2019,55,55079,Milwaukee,5553000,011400,1007,1,550790114001007,"Milwaukee-Waukesha, WI",33340,metropolitan,"Milwaukee-Racine-Waukesha, WI",376,,
vha_740,"2601 Veterans Drive",Harlingen,TX,78550-8942,26.255523,-97.667502,0.33,place,,,,,Harlingen,TX,"Cameron County",78550,US,"TIGER/Line® dataset from the US Census Bureau",2019,48,48061,Harlingen,4832372,010201,1099,1,480610102011099,"Brownsville-Harlingen, TX",15180,metropolitan,"Brownsville-Harlingen-Raymondville, TX",154,,
vha_740GA,"2106 Treasure Hills Boulevard",Harlingen,TX,78550-8736,26.174818,-97.666432,1,range_interpolation,2106,"Treasure Hills Blvd",,,Harlingen,TX,"Cameron County",78550,US,"TIGER/Line® dataset from the US Census Bureau",2019,48,48061,Harlingen,4832372,011302,2012,2,480610113022012,"Brownsville-Harlingen, TX",15180,metropolitan,"Brownsville-Harlingen-Raymondville, TX",154,,
vha_740GB,"901 East Hackberry Avenue",McAllen,TX,78501-6502,26.209128,-98.210371,1,rooftop,901,"E Hackberry Ave",,,McAllen,TX,"Hidalgo County",78501,US,"Hidalgo County",2019,48,48215,McAllen,4845384,021000,5008,5,482150210005008,"McAllen-Edinburg-Mission, TX",32580,metropolitan,"McAllen-Edinburg, TX",365,,
vha_740GC,"5283 Old Brownsville Road","Corpus Christi",TX,78405-3908,27.756717,-97.457833,1,rooftop,5283,"Old Brownsville Rd",,,"Corpus Christi",TX,"Nueces County",78405,US,Nueces,2019,48,48355,"Corpus Christi",4817000,001701,2005,2,483550017012005,"Corpus Christi, TX",18580,metropolitan,"Corpus Christi-Kingsville-Alice, TX",204,,
vha_740GD,"4602 North Bartlett Avenue",Laredo,TX,78041-3803,27.536977,-99.474976,1,rooftop,4602,"N Bartlett Ave",,,Laredo,TX,"Webb County",78041,US,Webb,2019,48,48479,Laredo,4841464,001601,1003,1,484790016011003,"Laredo, TX",29700,metropolitan,,,,
vha_740GH,"205 South Enterprize Parkway","Corpus Christi",TX,78405-4118,27.762308,-97.464813,1,rooftop,205,"S Enterprize Pkwy",,,"Corpus Christi",TX,"Nueces County",78405,US,Nueces,2019,48,48355,"Corpus Christi",4817000,000800,2098,2,483550008002098,"Corpus Christi, TX",18580,metropolitan,"Corpus Christi-Kingsville-Alice, TX",204,,
vha_740GI,"5277 Old Brownsville Road","Corpus Christi",TX,78405-3929,27.756225,-97.457079,1,rooftop,5277,"Old Brownsville Rd",,,"Corpus Christi",TX,"Nueces County",78405,US,Nueces,2019,48,48355,"Corpus Christi",4817000,001701,2005,2,483550017012005,"Corpus Christi, TX",18580,metropolitan,"Corpus Christi-Kingsville-Alice, TX",204,,
vha_740GJ,"3900 North 10th Street",McAllen,TX,78501-1735,26.238147,-98.223411,0.9,rooftop,3900,"N 10th St",,,McAllen,TX,"Hidalgo County",78504,US,"Hidalgo County",2019,48,48215,McAllen,4845384,020904,1006,1,482150209041006,"McAllen-Edinburg-Mission, TX",32580,metropolitan,"McAllen-Edinburg, TX",365,,
vha_740QA,"2601 Veterans Drive",Harligen,TX,78550-8942,26.255523,-97.667502,0.33,place,,,,,Harlingen,TX,"Cameron County",78550,US,"TIGER/Line® dataset from the US Census Bureau",2019,48,48061,Harlingen,4832372,010201,1099,1,480610102011099,"Brownsville-Harlingen, TX",15180,metropolitan,"Brownsville-Harlingen-Raymondville, TX",154,,
vha_756,"5001 North Piedras Street","El Paso",TX,79930-4210,31.820415,-106.462466,1,rooftop,5001,"N Piedras St",,,"El Paso",TX,"El Paso County",79930,US,"El Paso",2019,48,48141,"El Paso",4824000,010600,2005,2,481410106002005,"El Paso, TX",21340,metropolitan,"El Paso-Las Cruces, TX-NM",238,,
vha_756GA,"3401 Del Rey Boulevard","Las Cruces",NM,88012-8041,32.355408,-106.769745,1,rooftop,3401,"Del Rey Blvd",,,"Las Cruces",NM,"Doña Ana County",88012,US,Statewide,2019,35,35013,"Las Cruces",3539380,001306,2037,2,350130013062037,"Las Cruces, NM",29740,metropolitan,"El Paso-Las Cruces, TX-NM",238,,
vha_756GB,"2400 Trawood Drive","El Paso",TX,79936-4122,31.764547,-106.316897,1,rooftop,2400,"Trawood Dr",,,"El Paso",TX,"El Paso County",79936,US,"El Paso",2019,48,48141,"El Paso",4824000,004307,3000,3,481410043073000,"El Paso, TX",21340,metropolitan,"El Paso-Las Cruces, TX-NM",238,,
vha_756GC,"1870 Northwestern Drive","El Paso",TX,79912-1121,31.886397,-106.576341,1,range_interpolation,1870,"Northwestern Dr",,,"El Paso",TX,"El Paso County",79912,US,"TIGER/Line® dataset from the US Census Bureau",2019,48,48141,"El Paso",4824000,010215,2021,2,481410102152021,"El Paso, TX",21340,metropolitan,"El Paso-Las Cruces, TX-NM",238,,
vha_756GD,"5229 Sanders Avenue","El Paso",TX,79924-6409,31.882009,-106.420822,1,range_interpolation,5229,"Sanders Ave",,,"El Paso",TX,"El Paso County",79924,US,"TIGER/Line® dataset from the US Census Bureau",2019,48,48141,"El Paso",4824000,000101,3028,3,481410001013028,"El Paso, TX",21340,metropolitan,"El Paso-Las Cruces, TX-NM",238,,
vha_756QA,"350 Revere Street","El Paso",TX,79905,31.775958,-106.430009,1,range_interpolation,350,"Revere St",,,"El Paso",TX,"El Paso County",79905,US,"TIGER/Line® dataset from the US Census Bureau",2019,48,48141,"El Paso",4824000,003200,1015,1,481410032001015,"El Paso, TX",21340,metropolitan,"El Paso-Las Cruces, TX-NM",238,,
vha_756QB,"1250-B East Cliff Drive","El Paso",TX,79902-4823,31.776527,-106.485106,1,rooftop,1250,"E Cliff Dr",,,"El Paso",TX,"El Paso County",79902,US,"El Paso",2019,48,48141,"El Paso",4824000,002201,2006,2,481410022012006,"El Paso, TX",21340,metropolitan,"El Paso-Las Cruces, TX-NM",238,,
vha_757,"420 North James Road",Columbus,OH,43219-1834,39.980788,-82.910259,0.9,rooftop,420,"N James Rd",,,Columbus,OH,"Franklin County",43213,US,Franklin,2019,39,39049,Whitehall,3984742,009210,2016,2,390490092102016,"Columbus, OH",18140,metropolitan,"Columbus-Marion-Zanesville, OH",198,,
vha_757GA,"2800 Maple Avenue",Zanesville,OH,43701-1716,39.97455,-82.010084,1,rooftop,2800,"Maple Ave",,,Zanesville,OH,"Muskingum County",43701,US,Muskingum,2019,39,39119,Zanesville,3988084,911600,2003,2,391199116002003,"Zanesville, OH",49780,micropolitan,"Columbus-Marion-Zanesville, OH",198,,
vha_757GB,"5775 North Meadows Drive","Grove City",OH,43123-4835,39.845596,-83.084161,1,rooftop,5775,"N Meadows Dr",,,"Grove City",OH,"Franklin County",43123,US,"City of Columbus",2019,39,39049,"Grove City",3932592,009751,1104,1,390490097511104,"Columbus, OH",18140,metropolitan,"Columbus-Marion-Zanesville, OH",198,,
vha_757GC,"1203 Delaware Avenue",Marion,OH,43302-6419,40.567167,-83.123071,1,rooftop,1203,"Delaware Ave",,,Marion,OH,"Marion County",43302,US,Marion,2019,39,39101,Marion,3947754,000600,1008,1,391010006001008,"Marion, OH",32020,micropolitan,"Columbus-Marion-Zanesville, OH",198,,
vha_757GD,"1855 West Main Street",Newark,OH,43055-1135,40.040866,-82.468262,1,rooftop,1855,"W Main St",,,Newark,OH,"Licking County",43055,US,Licking2,2019,39,39089,Newark,3954040,753300,1024,1,390897533001024,"Columbus, OH",18140,metropolitan,"Columbus-Marion-Zanesville, OH",198,,
vha_757QA,"420 North James Road",Columbus,OH,43219-1834,39.980788,-82.910259,0.9,rooftop,420,"N James Rd",,,Columbus,OH,"Franklin County",43213,US,Franklin,2019,39,39049,Whitehall,3984742,009210,2016,2,390490092102016,"Columbus, OH",18140,metropolitan,"Columbus-Marion-Zanesville, OH",198,,
vha_757QB,"420 North James Road",Columbus,OH,43219-1834,39.980788,-82.910259,0.9,rooftop,420,"N James Rd",,,Columbus,OH,"Franklin County",43213,US,Franklin,2019,39,39049,Whitehall,3984742,009210,2016,2,390490092102016,"Columbus, OH",18140,metropolitan,"Columbus-Marion-Zanesville, OH",198,,
vha_757QC,"2720 Airport Drive",Columbus,OH,43219-2219,39.996623,-82.933834,1,rooftop,2720,"Airport Dr",,,Columbus,OH,"Franklin County",43219,US,Franklin,2019,39,39049,Columbus,3918000,007550,2033,2,390490075502033,"Columbus, OH",18140,metropolitan,"Columbus-Marion-Zanesville, OH",198,,
