VA Station Number,HCS,Address,City,State,County FIPS,Cases,Active,Convalescent,Deaths
vha_561GF,561,14 Wills Way,Piscataway,NJ,34023.0,,,,
vha_561GH,561,540 West Hanover Avenue,Morristown,NJ,34027.0,,,,
vha_561GI,561,55 North Gilbert Street,Tinton Falls,NJ,34025.0,,,,
vha_561GJ,561,11 Getty Avenue,Paterson,NJ,34031.0,,,,
vha_561GK,561,222 High Street,Newton,NJ,34037.0,,,,
vha_562,562,135 East 38th Street,Erie,PA,42049.0,40.0,4.0,33.0,3.0
vha_562GA,562,16954 Conneaut Lake Road,Meadville,PA,42039.0,,,,
vha_562GB,562,2044 Lambros Lane,Ashtabula,OH,39007.0,,,,
vha_562GC,562,23 Kennedy Street,Bradford,PA,42083.0,,,,
vha_562GD,562,464 Allegheny Boulevard,Franklin,PA,42121.0,,,,
vha_562GE,562,3 Farm Colony Drive,Warren,PA,42123.0,,,,
vha_564,564,1100 North College Avenue,Fayetteville,AR,5143.0,251.0,44.0,193.0,14.0
vha_564BY,564,1850 West Republic Road,Springfield,MO,29077.0,,,,
vha_564GA,564,814 US Highway 62-65 North,Harrison,AR,5009.0,,,,
vha_564GB,564,1500 Dodson Avenue,Fort Smith,AR,5131.0,,,,
vha_564GC,564,5571 North Gretna Road,Branson,MO,29213.0,,,,
vha_564GD,564,2713 West Commercial Street,Ozark,AR,5047.0,,,,
vha_564GE,564,1569 North Main Street,Jay,OK,40041.0,,,,
vha_564GF,564,3015 South Connecticut Avenue,Joplin,MO,29097.0,,,,
vha_564QA,564,216 East Township Street,Fayetteville,AR,5143.0,251.0,44.0,193.0,14.0
vha_564QB,564,180 East Sunbridge Drive,Fayetteville,AR,5143.0,251.0,44.0,193.0,14.0
vha_565,565,2300 Ramsey Street,Fayetteville,NC,37051.0,531.0,52.0,459.0,20.0
vha_565GA,565,4006 Henderson Drive,Jacksonville,NC,37133.0,,,,
vha_565GC,565,1705 Gardner Road,Wilmington,NC,37129.0,,,,
vha_565GD,565,100 Jefferson Street,Hamlet,NC,37153.0,,,,
vha_565GE,565,139 Three Hunts Drive,Pembroke,NC,37155.0,,,,
vha_565GF,565,2610 Hospital Road,Goldsboro,NC,37191.0,,,,
vha_565GG,565,3112 Tramway Road,Sanford,NC,37105.0,,,,
vha_565GH,565,18 Doctors Circle,Supply,NC,37019.0,,,,
vha_565GJ,565,306 Brynn Marr Road,Jacksonville,NC,37133.0,,,,
vha_565GL,565,7300 South Raeford Road,Fayetteville,NC,37051.0,531.0,52.0,459.0,20.0
vha_565GM,565,4 Josh Court,Jacksonville,NC,37133.0,,,,
vha_565GN,565,2580 Henderson Drive,Jacksonville,NC,37133.0,,,,
vha_565QA,565,2301 Robeson Street,Fayetteville,NC,37051.0,531.0,52.0,459.0,20.0
vha_565QB,565,2300 Ramsey Street,Fayetteville,NC,37051.0,531.0,52.0,459.0,20.0
vha_565QC,565,2300 Ramsey Street,Fayetteville,NC,37051.0,531.0,52.0,459.0,20.0
vha_565QD,565,4101 Raeford Road,Fayetteville,NC,37051.0,531.0,52.0,459.0,20.0
vha_565QE,565,2817 Reilly Road,Fort Bragg,NC,37051.0,,,,
vha_568,568,113 Comanche Road,Fort Meade,SD,46093.0,,,,
vha_568A4,568,500 North Fifth Street,Hot Springs,SD,46047.0,,,,
vha_568GA,568,3625 5th Street,Rapid City,SD,46103.0,,,,
vha_568GB,568,1615 North Harrison,Pierre,SD,46065.0,,,,
vha_568GB01,568,602 1st Street Northeast,Wessington Springs,SD,46073.0,,,,
vha_568HA,568,1124 Washington Boulevard,Newcastle,WY,56045.0,,,,
vha_568HB,568,300 East 8th Street,Gordon,NE,31161.0,,,,
vha_568HF,568,Hospital Road-Pine Ridge Indian Reservation,Pine Ridge,SD,46113.0,,,,
vha_568HH,568,601 5th Avenue,Scottsbluff,NE,31157.0,,,,
vha_568HJ,568,153 South Main Street,Mission,SD,46121.0,,,,
vha_568HK,568,24348 Fox Ridge Road,Eagle Butte,SD,46041.0,,,,
vha_568HP,568,660 West 2nd Street,Winner,SD,46123.0,,,,
vha_570,570,2615 East Clinton Avenue,Fresno,CA,6019.0,376.0,11.0,347.0,18.0
vha_570GA,570,340 East Yosemite Avenue,Merced,CA,6047.0,,,,
vha_570GB,570,1050 North Cherry Street,Tulare,CA,6107.0,,,,
vha_570GC,570,40597 Westlake Drive,Oakhurst,CA,6039.0,,,,
vha_573,573,1601 Southwest Archer Road,Gainesville,FL,12001.0,1174.0,61.0,1067.0,46.0
vha_573A4,573,619 South Marion Avenue,Lake City,FL,12023.0,,,,
vha_573A5,573,280 Child Street,Jacksonville,FL,12031.0,,,,
vha_573BU,573,1604 Southeast 3rd Avenue,Gainesville,FL,12001.0,1174.0,61.0,1067.0,46.0
vha_573BY,573,1536 North Jefferson Street,Jacksonville,FL,12031.0,,,,
vha_573GA,573,2841 North Patterson Street,Valdosta,GA,13185.0,,,,
vha_573GD,573,1515 East Silver Springs Boulevard,Ocala,FL,12083.0,,,,
vha_573GE,573,195 Southpark Boulevard,Saint Augustine,FL,12109.0,,,,
vha_573GF,573,2181 East Orange Avenue,Tallahassee,FL,12073.0,,,,
vha_573GI,573,8900 Southeast 165th Mulberry Lane,The Villages,FL,12083.0,,,,
vha_573GJ,573,2603 Osborne Road,St. Marys,GA,13039.0,,,,
vha_573GK,573,4970 Highway 90,Marianna,FL,12063.0,,,,
vha_573GL,573,400 North State Road 19,Palatka,FL,12107.0,,,,
vha_573GM,573,515B City Boulevard,Waycross,GA,13299.0,,,,
vha_573GN,573,1224 North Peacock Avenue,Perry,FL,12123.0,,,,
vha_573GO,573,400 College Drive,Middleburg,FL,12019.0,,,,
vha_573QA,573,620 Northwest 16th Street,Gainesville,FL,12001.0,1174.0,61.0,1067.0,46.0
vha_573QB,573,3401 Northwest 98th Street,Gainesville,FL,12001.0,1174.0,61.0,1067.0,46.0
vha_573QC,573,5415 Southwest 64th Street,Gainesville,FL,12001.0,1174.0,61.0,1067.0,46.0
vha_573QD,573,5533 Southwest 64th Street,Gainesville,FL,12001.0,1174.0,61.0,1067.0,46.0
vha_573QE,573,5571 Southwest 64th Street,Gainesville,FL,12001.0,1174.0,61.0,1067.0,46.0
vha_573QF,573,825 Northwest 23rd Avenue,Gainesville,FL,12001.0,1174.0,61.0,1067.0,46.0
vha_573QG,573,6900 Southpoint Drive North,Jacksonville,FL,12031.0,,,,
vha_573QH,573,3307 Southwest 26th Avenue,Ocala,FL,12083.0,,,,
vha_573QJ,573,3901 University Boulevard South,Jacksonville,FL,12031.0,,,,
vha_573QK,573,484 South West Commerce Drive,Lake City,FL,12023.0,,,,
vha_575,575,2121 North Avenue,Grand Junction,CO,8077.0,36.0,3.0,30.0,3.0
vha_575GA,575,154 Colorado Avenue,Montrose,CO,8085.0,,,,
vha_575GB,575,1111 West Victory Way,Craig,CO,8081.0,,,,
vha_575QA,575,2425 South Grand Avenue,Glenwood Springs,CO,8045.0,,,,
vha_575QB,575,702 South Main Street,Moab,UT,49019.0,,,,
vha_575QC,575,2121 North Avenue,Grand Junction,CO,8077.0,36.0,3.0,30.0,3.0
vha_575QD,575,428 28 Road,Grand Junction,CO,8085.0,36.0,3.0,30.0,3.0
vha_578,578,5000 South 5th Avenue,Hines,IL,17031.0,639.0,34.0,567.0,38.0
vha_578GA,578,1201 Eagle Street,Joliet,IL,17197.0,,,,
vha_578GC,578,581 William Latham Drive,Bourbonnais,IL,17091.0,,,,
vha_578GD,578,161 South Lincolnway,North Aurora,IL,17089.0,,,,
vha_578GE,578,4885 Hoffman Boulevard,Hoffman Estates,IL,17031.0,,,,
vha_578GF,578,4461 North Progress Village,Peru,IL,17099.0,,,,
vha_578GG,578,10201 South Cicero Avenue,Oak Lawn,IL,17031.0,,,,
vha_580,580,2002 Holcombe Boulevard,Houston,TX,48201.0,1518.0,36.0,1428.0,54.0
vha_580BU,580,7329 Fannin Street,Houston,TX,48201.0,1518.0,36.0,1428.0,54.0
vha_580BY,580,3420 Veterans Circle,Beaumont,TX,48245.0,,,,
vha_580BZ,580,2206 North John Redditt Drive,Lufkin,TX,48005.0,,,,
vha_580GC,580,3828 Avenue N,Galveston,TX,48167.0,,,,
vha_580GD,580,690 South Loop 336 West,Conroe,TX,48339.0,,,,
vha_580GE,580,750 Westgreen Boulevard,Katy,TX,48201.0,,,,
vha_580GF,580,208 South Oak Drive,Lake Jackson,TX,48039.0,,,,
vha_580GG,580,22001 Southwest Freeway,Richmond,TX,48157.0,,,,
vha_580GH,580,1200 West Main Street,Tomball,TX,48201.0,,,,
vha_580GJ,580,9300 Emmett F. Lowery Expressway,Texas City,TX,48167.0,,,,
vha_580QB,580,2002 Holcombe Boulevard,Houston,TX,48201.0,1518.0,36.0,1428.0,54.0
vha_581,581,1540 Spring Valley Drive,Huntington,WV,54099.0,108.0,16.0,81.0,11.0
vha_581GA,581,5230 KY Route 321,Prestonsburg,KY,21071.0,,,,
vha_581GB,581,700 Technology Drive,South Charleston,WV,54039.0,,,,
vha_581GG,581,323A Upper River Road,Gallipolis,OH,39053.0,,,,
